image_name,label
694564157,Neutral
694564158,Neutral
694564159,Positive
694564160,Neutral
694564161,Neutral
694564162,Positive
694564163,Neutral
694564164,Positive
694564165,Neutral
694564166,Positive
694564167,Positive
694564168,Positive
694564169,Positive
694564170,Positive
694564171,Neutral
694564172,Positive
694564173,Positive
694564174,Positive
694564175,Positive
694564176,Positive
694564177,Positive
694564178,Positive
694564179,Positive
694564180,positive
694564181,Positive
694564182,Neutral
694564183,Positive
694564184,Positive
694564185,Positive
694564186,Positive
694564187,Positive
694564188,Positive
694564189,positive
694564190,Positive
694564191,Neutral
694564192,Neutral
694564193,Positive
694564194,Positive
694564195,Positive
694564196,Neutral
694564197,Positive
694564198,Neutral
694564199,Positive
694564200,Positive
694564201,Positive
694564202,Positive
694564203,Neutral
694564204,Positive
694564205,Neutral
694564206,Negative
694564207,Neutral
694564208,Neutral
694564209,Negative
694564210,Positive
694564211,Negative
694564212,Positive
694564213,Neutral
694564214,Negative
694564215,Positive
694564216,Negative
694564217,Positive
694564218,negative
694564219,Positive
694564220,Positive
694564221,Neutral
694564222,positive
694564223,Positive
694564224,Positive
694564225,Positive
694564226,Positive
694564227,Positive
694564228,Positive
694564229,Negative
694564230,Positive
694564231,Positive
694564232,Positive
694564233,Positive
694564234,Positive
694564235,Positive
694564236,Positive
694564237,Positive
694564238,Neutral
694564239,Positive
694564240,Negative
694564241,Negative
694564242,Neutral
694564243,Positive
694564244,Neutral
694564245,Neutral
694564246,Positive
694564247,Neutral
694564248,Neutral
694564249,Positive
694564250,Negative
694564251,Positive
694564252,Neutral
694564253,Positive
694564254,Positive
694564255,Positive
694564256,Positive
694564257,Positive
694564258,Positive
694564259,Positive
694564260,Positive
694564261,Positive
694564262,Positive
694564263,positive
694564264,Positive
694564265,Positive
694564266,Positive
694564267,Neutral
694564268,Positive
694564269,Neutral
694564270,Positive
694564271,Neutral
694564272,Neutral
694564273,Neutral
694564274,Positive
694564275,Positive
694564276,Positive
694564277,Positive
694564278,Neutral
694564279,Negative
694564280,Positive
694564281,Negative
694564282,Neutral
694564283,Positive
694564284,Negative
694564285,Positive
694564286,Negative
694564287,Neutral
694564288,Positive
694564289,Positive
694564290,Positive
694564291,Positive
694564292,Positive
694564293,Neutral
694564294,Neutral
694564295,Positive
694564296,Neutral
694564297,Positive
694564298,Positive
694564299,Neutral
694564300,Neutral
694564301,Positive
694564302,Positive
694564303,Positive
694564304,Positive
694564305,Positive
694564306,Positive
694564307,Positive
694564308,Positive
694564309,Positive
694564310,Positive
694564311,Neutral
694564312,Neutral
694564313,Positive
694564314,Positive
694564315,Neutral
694564316,Neutral
694564317,Negative
694564318,Positive
694564319,Positive
694564320,Positive
694564321,Neutral
694564322,Positive
694564323,Negative
694564324,Positive
694564325,Neutral
694564326,Positive
694564327,Positive
694564328,Neutral
694564329,positive
694564330,Positive
694564331,Negative
694564332,Positive
694564333,Positive
694564334,Positive
694564335,Negative
694564336,Positive
694564337,Neutral
694564338,Positive
694564339,Neutral
694564340,Positive
694564341,Positive
694564342,Negative
694564343,Positive
694564344,Neutral
694564345,Positive
694564346,Neutral
694564347,Positive
694564348,Negative
694564349,Negative
694564350,Neutral
694564351,Positive
694564352,Positive
694564353,Positive
694564354,Positive
694564355,Positive
694564356,Positive
694564359,Positive
694564360,Positive
694564361,Positive
694564362,Neutral
694564363,Positive
694564364,Positive
694564365,Positive
694564366,Positive
694564367,Neutral
694564368,Negative
694564369,Positive
694564370,Positive
694564371,Positive
694564372,Positive
694564373,Positive
694564374,Positive
694564375,Neutral
694564376,Positive
694564377,Neutral
694564378,Negative
694564379,Positive
694564380,Positive
694564381,Neutral
694564382,Positive
694564383,Positive
694564384,positive
694564385,Neutral
694564386,Positive
694564387,Positive
694564388,Neutral
694564389,Positive
694564390,Positive
694564391,Neutral
694564392,Positive
694564393,Neutral
694564394,Positive
694564395,Positive
694564396,Neutral
694564397,Positive
694564398,Neutral
694564399,Positive
694564400,Positive
694564401,Positive
694564402,Positive
694564403,Positive
694564404,Positive
694564405,Neutral
694564406,Positive
694564407,Positive
694564408,Positive
694564409,Positive
694564410,Neutral
694564411,Positive
694564412,Neutral
694564413,Positive
694564414,Positive
694564415,Positive
694564416,Negative
694564417,Positive
694564418,Positive
694564419,Positive
694564420,Neutral
694564421,Positive
694564422,Positive
694564423,Neutral
694564424,Neutral
694564425,Negative
694564426,Positive
694564427,Positive
694564428,Positive
694564429,Neutral
694564430,Positive
694564431,Neutral
694564432,Positive
694564433,Positive
694564434,Negative
694564435,Negative
694564436,positive
694564437,Negative
694564438,Negative
694564439,Positive
694564440,Positive
694564441,Positive
694564442,Positive
694564443,Positive
694564444,positive
694564445,Positive
694564446,Positive
694564447,Neutral
694564448,Positive
694564449,positive
694564450,Positive
694564451,Positive
694564452,Positive
694564453,Positive
694564454,positive
694564455,Positive
694564456,Positive
694564457,Neutral
694564458,Positive
694564459,Neutral
694564460,Neutral
694564461,Neutral
694564462,Positive
694564463,Positive
694564464,Positive
694564465,Positive
694564466,Positive
694564467,Positive
694564468,Positive
694564469,Neutral
694564470,Positive
694564471,Neutral
694564472,Neutral
694564473,Positive
694564474,Positive
694564475,Negative
694564476,Negative
694564477,Positive
694564478,Neutral
694564479,Positive
694564480,Neutral
694564481,Negative
694564482,Neutral
694564483,Neutral
694564484,Positive
694564485,Positive
694564486,Neutral
694564487,Neutral
694564488,Neutral
694564489,Negative
694564490,Positive
694564491,Positive
694564492,Positive
694564493,Positive
694564494,Positive
694564495,Positive
694564496,Positive
694564497,Positive
694564498,Positive
694564499,Neutral
694564500,Neutral
694564501,Positive
694564502,Neutral
694564503,Positive
694564504,Neutral
694564505,Negative
694564506,Negative
694564507,Positive
694564508,Neutral
694564509,Neutral
694564510,Negative
694564511,Neutral
694564512,Neutral
694564513,Positive
694564514,Neutral
694564515,Positive
694564516,Positive
694564517,Positive
694564518,Negative
694564519,Negative
694564520,Positive
694564521,Positive
694564522,Positive
694564523,Negative
694564524,Positive
694564525,Positive
694564526,Neutral
694564527,Positive
694564528,Neutral
694564529,Positive
694564530,Negative
694564531,Neutral
694564532,Neutral
694564533,Positive
694564534,Neutral
694564535,Positive
694564536,Neutral
694564537,Negative
694564538,Neutral
694564539,Neutral
694564540,Neutral
694564541,Neutral
694564542,Neutral
694564543,Neutral
694564544,Neutral
694564545,Neutral
694564546,Neutral
694564547,Neutral
694564548,Negative
694564549,Positive
694564550,Neutral
694564551,Positive
694564552,Neutral
694564553,Positive
694564554,Positive
694564555,Negative
694564556,Neutral
694564557,negative
694564558,Neutral
694564559,Neutral
694564560,Neutral
694564561,Positive
694564562,Neutral
694564563,Neutral
694564564,Neutral
694564565,Neutral
694564566,Negative
694564567,Neutral
694564568,Negative
694564569,Neutral
694564570,Negative
694564571,Negative
694564572,Negative
694564573,Negative
694564574,Positive
694564575,Positive
694564576,Neutral
694564577,Neutral
694564578,Positive
694564579,Positive
694564580,Negative
694564581,Negative
694564582,Neutral
694564583,Negative
694564584,Positive
694564585,Neutral
694564586,Negative
694564587,Neutral
694564588,Negative
694564589,Negative
694564590,Positive
694564591,Positive
694564592,Positive
694564593,Positive
694564594,Neutral
694564595,Negative
694564596,Positive
694564597,Neutral
694564598,Negative
694564599,Positive
694564600,Neutral
694564601,Negative
694564602,Neutral
694564603,Negative
694564604,Positive
694564605,Positive
694564606,Positive
694564607,Positive
694564608,Positive
694564609,Positive
694564610,Positive
694564611,Positive
694564612,Neutral
694564613,Neutral
694564614,Neutral
694564615,Neutral
694564616,Positive
694564617,Positive
694564618,Negative
694564619,Neutral
694564620,Positive
694564621,Positive
694564622,Positive
694564623,Positive
694564624,Negative
694564625,Positive
694564626,Positive
694564627,Positive
694564628,Neutral
694564629,Negative
694564630,Positive
694564631,Positive
694564632,Positive
694564633,Positive
694564634,Neutral
694564635,Positive
694564636,Neutral
694564637,Positive
694564638,Negative
694564639,Neutral
694564640,Positive
694564641,Positive
694564642,Negative
694564643,Positive
694564644,Neutral
694564645,Positive
694564646,Positive
694564647,Positive
694564648,Neutral
694564649,Positive
694564650,Positive
694564651,Positive
694564652,Positive
694564653,positive
694564654,Positive
694564655,Positive
694564656,Positive
694564657,Neutral
694564658,Neutral
694564660,Neutral
694564661,Positive
694564662,Positive
694564663,Neutral
694564664,Neutral
694564665,Positive
694564666,Positive
694564667,Neutral
694564668,Positive
694564669,Positive
694564670,Positive
694564671,Negative
694564672,Neutral
694564673,Positive
694564674,Neutral
694564675,Positive
694564676,Positive
694564677,Neutral
694564678,Positive
694564679,Positive
694564680,Neutral
694564681,Positive
694564682,Positive
694564683,Positive
694564684,Neutral
694564685,Positive
694564686,Neutral
694564687,Negative
694564688,Positive
694564689,Positive
694564690,Neutral
694564691,Neutral
694564692,Neutral
694564693,positive
694564694,Neutral
694564695,Positive
694564696,Positive
694564697,Neutral
694564698,Negative
694564699,Positive
694564700,Neutral
694564701,Positive
694564702,Neutral
694564703,Neutral
694564704,Positive
694564705,Positive
694564706,Neutral
694564707,Positive
694564708,Positive
694564709,Positive
694564710,Positive
694564711,Positive
694564712,Positive
694564713,Neutral
694564714,Positive
694564715,Neutral
694564716,Positive
694564717,Positive
694564718,Neutral
694564719,Positive
694564720,positive
694564721,Neutral
694564722,Neutral
694564723,Positive
694564724,Positive
694564725,Neutral
694564726,Neutral
694564727,Positive
694564728,Negative
694564729,Negative
694564730,Neutral
694564731,Positive
694564732,Positive
694564733,Negative
694564734,Neutral
694564735,Neutral
694564736,Positive
694564737,Negative
694564738,Positive
694564739,Positive
694564740,Positive
694564741,positive
694564742,Neutral
694564743,Positive
694564744,Negative
694564745,Neutral
694564746,Positive
694564747,Neutral
694564748,Negative
694564749,Neutral
694564750,Neutral
694564751,Neutral
694564752,Positive
694564753,positive
694564754,Positive
694564755,Neutral
694564756,Positive
694564757,Positive
694564758,Positive
694564759,Neutral
694564760,Neutral
694564761,positive
694564762,negative
694564763,Negative
694564764,Negative
694564765,Neutral
694564766,Positive
694564767,Negative
694564768,Positive
694564769,negative
694564770,Positive
694564771,Negative
694564772,Neutral
694564773,Negative
694564774,Negative
694564775,Neutral
694564776,Neutral
694564777,Positive
694564778,Negative
694564779,Negative
694564780,Positive
694564781,Negative
694564782,Positive
694564783,Negative
694564784,Positive
694564785,Positive
694564786,Positive
694564787,Negative
694564788,Positive
694564789,Neutral
694564790,Neutral
694564791,Negative
694564792,Negative
694564793,Negative
694564794,Positive
694564795,Positive
694564796,Neutral
694564797,Positive
694564798,Negative
694564799,Positive
694564800,Neutral
694564801,Neutral
694564802,Neutral
694564803,Negative
694564804,Neutral
694564805,Positive
694564806,Negative
694564807,Positive
694564808,Positive
694564809,Neutral
694564810,Positive
694564811,Neutral
694564812,Positive
694564813,Neutral
694564814,Negative
694564815,Positive
694564816,Positive
694564817,Positive
694564818,Neutral
694564819,Neutral
694564820,Negative
694564821,Negative
694564822,Negative
694564823,Neutral
694564824,Neutral
694564825,Negative
694564826,Positive
694564827,Positive
694564828,Negative
694564829,Neutral
694564830,positive
694564831,Neutral
694564832,negative
694564833,Positive
694564834,Positive
694564835,Neutral
694564836,Neutral
694564837,Positive
694564838,Positive
694564839,Negative
694564840,Negative
694564841,Neutral
694564842,Neutral
694564843,Positive
694564844,Positive
694564845,Negative
694564846,Negative
694564847,Positive
694564848,Negative
694564849,Positive
694564850,Neutral
694564851,Negative
694564852,Neutral
694564853,Neutral
694564854,Positive
694564855,Neutral
694564856,negative
694564857,negative
694564858,Positive
694564859,Negative
694564860,positive
694564861,Neutral
694564862,Positive
694564863,Neutral
694564864,Positive
694564865,Neutral
694564866,Negative
694564867,Negative
694564868,Neutral
694564869,Negative
694564870,Positive
694564871,Positive
694564872,positive
694564873,Neutral
694564874,Positive
694564875,Neutral
694564876,Positive
694564877,Neutral
694564878,Positive
694564879,Positive
694564880,Positive
694564881,Positive
694564882,Neutral
694564883,Positive
694564884,Positive
694564885,Positive
694564886,Positive
694564887,Positive
694564888,Neutral
694564889,Neutral
694564890,Positive
694564891,Positive
694564892,Positive
694564893,Positive
694564894,Positive
694564895,Positive
694564896,Positive
694564897,Negative
694564898,Positive
694564899,Positive
694564900,Neutral
694564901,Positive
694564902,Positive
694564903,Positive
694564904,Neutral
694564905,Positive
694564906,Positive
694564907,Positive
694564908,Neutral
694564909,Positive
694564910,Positive
694564911,Positive
694564912,Positive
694564913,Positive
694564914,Positive
694564915,Neutral
694564916,positive
694564917,Positive
694564918,Negative
694564919,Positive
694564920,Positive
694564921,Neutral
694564922,Neutral
694564923,Positive
694564924,Positive
694564925,Neutral
694564926,Positive
694564927,Neutral
694564928,Neutral
694564929,Positive
694564930,Neutral
694564931,Positive
694564932,Neutral
694564933,Positive
694564934,Positive
694564935,Negative
694564936,Positive
694564937,Positive
694564938,Negative
694564939,Negative
694564940,Negative
694564941,Positive
694564942,Positive
694564943,Neutral
694564944,Neutral
694564945,positive
694564946,Positive
694564947,Neutral
694564948,Positive
694564949,Positive
694564950,Negative
694564951,Positive
694564952,Neutral
694564953,Positive
694564954,Positive
694564955,Positive
694564956,Neutral
694564957,Positive
694564958,Positive
694564959,Neutral
694564960,Neutral
694564961,Negative
694564962,Neutral
694564963,Negative
694564964,Positive
694564965,Neutral
694564966,Neutral
694564967,Positive
694564968,Positive
694564969,Positive
694564970,Positive
694564971,Positive
694564972,Neutral
694564973,Positive
694564974,Neutral
694564975,Positive
694564976,Positive
694564977,Positive
694564978,Positive
694564979,Positive
694564980,Positive
694564981,Negative
694564982,Neutral
694564983,Neutral
694564984,Neutral
694564985,Positive
694564986,Positive
694564987,Positive
694564988,Neutral
694564989,Positive
694564990,Positive
694564991,Neutral
694564992,Positive
694564993,Positive
694564994,Positive
694564995,Positive
694564996,Positive
694564997,Positive
694564998,positive
694564999,Positive
694565000,Neutral
694565001,Positive
694565002,Positive
694565003,Neutral
694565004,Neutral
694565005,Positive
694565006,Positive
694565007,Neutral
694565008,Positive
694565009,Positive
694565010,Positive
694565011,Neutral
694565012,Positive
694565013,Neutral
694565014,Neutral
694565015,Positive
694565016,Neutral
694565017,Positive
694565018,Positive
694565019,Positive
694565020,Positive
694565021,Neutral
694565022,Neutral
694565023,Positive
694565024,Positive
694565025,Neutral
694565026,Positive
694565027,Neutral
694565028,Neutral
694565029,Positive
694565030,Neutral
694565031,Neutral
694565032,Positive
694565033,Positive
694565034,Positive
694565035,Positive
694565036,Neutral
694565037,Neutral
694565038,Neutral
694565039,Positive
694565040,Negative
694565041,Neutral
694565042,Neutral
694565043,Neutral
694565044,Neutral
694565045,Positive
694565046,Negative
694565047,Neutral
694565048,Neutral
694565049,Negative
694565050,Neutral
694565051,Positive
694565052,Neutral
694565053,Positive
694565054,Negative
694565055,Positive
694565056,Neutral
694565057,Positive
694565058,Neutral
694565059,Neutral
694565060,Positive
694565061,Positive
694565062,Positive
694565063,Neutral
694565064,Positive
694565065,Positive
694565066,Positive
694565067,Positive
694565068,Positive
694565069,Positive
694565070,Positive
694565071,Positive
694565072,Positive
694565073,Positive
694565074,Positive
694565075,Positive
694565076,Neutral
694565077,Negative
694565078,Positive
694565079,Positive
694565080,Positive
694565081,Positive
694565082,Neutral
694565083,Positive
694565084,Negative
694565085,Positive
694565086,Positive
694565087,Negative
694565088,Negative
694565089,Neutral
694565090,Positive
694565091,Neutral
694565092,Negative
694565093,Neutral
694565094,Negative
694565095,Negative
694565096,Positive
694565097,Neutral
694565098,Neutral
694565099,Positive
694565100,Neutral
694565101,Neutral
694565102,Positive
694565103,Neutral
694565104,Positive
694565105,Positive
694565106,Positive
694565107,Positive
694565108,Neutral
694565109,Positive
694565110,Positive
694565111,Neutral
694565112,Neutral
694565113,Neutral
694565114,Positive
694565115,Positive
694565116,positive
694565117,Negative
694565118,Positive
694565119,Neutral
694565120,Negative
694565121,Neutral
694565122,Neutral
694565123,Positive
694565124,Positive
694565125,Positive
694565126,Positive
694565127,Positive
694565128,Neutral
694565129,Neutral
694565130,Neutral
694565131,Positive
694565132,Positive
694565133,Positive
694565134,Positive
694565135,Neutral
694565136,Positive
694565137,Positive
694565138,Neutral
694565139,Positive
694565140,Negative
694565141,Neutral
694565142,Positive
694565143,Neutral
694565144,Positive
694565145,Positive
694565146,Positive
694565147,Negative
694565148,Positive
694565149,Positive
694565150,Neutral
694565151,Positive
694565152,Positive
694565153,Neutral
694565154,Positive
694565155,Positive
694565156,negative
694565157,Neutral
694565158,Neutral
694565159,Positive
694565160,Neutral
694565161,Negative
694565162,Positive
694565163,Positive
694565164,Positive
694565165,Negative
694565166,Neutral
694565167,Neutral
694565168,Positive
694565169,Neutral
694565170,Positive
694565171,Positive
694565172,Neutral
694565173,Positive
694565174,Positive
694565175,Neutral
694565176,Neutral
694565177,Neutral
694565178,Neutral
694565179,Positive
694565180,Positive
694565181,Positive
694565182,Positive
694565183,Positive
694565184,Negative
694565185,Neutral
694565186,Neutral
694565187,Positive
694565188,Positive
694565189,Negative
694565190,Positive
694565191,Positive
694565192,Neutral
694565193,Neutral
694565194,Positive
694565195,Neutral
694565196,Positive
694565197,Positive
694565198,Neutral
694565199,Neutral
694565200,Positive
694565201,Positive
694565202,Positive
694565203,Positive
694565204,Positive
694565205,Neutral
694565206,Negative
694565207,Negative
694565208,Neutral
694565209,Positive
694565210,Positive
694565211,Positive
694565212,Positive
694565213,Positive
694565214,Positive
694565215,Negative
694565216,Negative
694565217,Positive
694565218,Neutral
694565219,Positive
694565220,Positive
694565221,Positive
694565222,Neutral
694565223,Negative
694565224,Neutral
694565225,Negative
694565226,Negative
694565227,Positive
694565228,Negative
694565229,Negative
694565230,Positive
694565231,Neutral
694565232,Negative
694565233,Negative
694565234,Positive
694565235,Negative
694565236,Neutral
694565237,Negative
694565238,Neutral
694565239,Negative
694565240,Neutral
694565241,Negative
694565242,Neutral
694565243,Neutral
694565244,Positive
694565245,Negative
694565246,Positive
694565247,Negative
694565248,Positive
694565249,Positive
694565250,Neutral
694565251,Positive
694565252,Positive
694565253,Positive
694565254,Positive
694565255,Positive
694565256,Positive
694565257,Positive
694565258,Neutral
694565259,Neutral
694565260,Neutral
694565261,Neutral
694565262,Positive
694565263,Neutral
694565264,Positive
694565265,Neutral
694565266,Positive
694565267,Negative
694565268,Neutral
694565269,Negative
694565270,positive
694565271,Neutral
694565272,Positive
694565273,Positive
694565274,Negative
694565275,Positive
694565276,Negative
694565277,Negative
694565278,Negative
694565279,Negative
694565280,Negative
694565281,Negative
694565282,negative
694565283,Negative
694565284,Neutral
694565285,Negative
694565286,negative
694565287,Negative
694565288,Neutral
694565289,Neutral
694565290,Negative
694565291,Positive
694565292,Neutral
694565293,Neutral
694565294,Negative
694565295,Negative
694565296,Negative
694565297,Negative
694565298,Negative
694565299,Negative
694565300,Positive
694565301,negative
694565302,Negative
694565303,Negative
694565304,Positive
694565305,Negative
694565306,Neutral
694565307,Positive
694565308,Negative
694565309,Neutral
694565310,Negative
694565311,Positive
694565312,Negative
694565313,Positive
694565314,Neutral
694565315,Positive
694565316,Neutral
694565317,Positive
694565318,Neutral
694565319,Neutral
694565320,Neutral
694565321,Positive
694565322,Positive
694565323,Positive
694565324,Positive
694565325,Neutral
694565326,Neutral
694565327,Neutral
694565328,Neutral
694565329,Positive
694565330,Positive
694565331,Positive
694565332,Positive
694565333,Neutral
694565334,Neutral
694565335,Negative
694565336,Neutral
694565337,Negative
694565338,Positive
694565339,Neutral
694565340,Positive
694565341,Neutral
694565342,Negative
694565343,Positive
694565344,Negative
694565345,Positive
694565346,Neutral
694565347,Neutral
694565348,Neutral
694565349,Positive
694565350,Neutral
694565351,Negative
694565352,Neutral
694565353,Neutral
694565354,Neutral
694565355,negative
694565356,Negative
694565357,Positive
694565358,Negative
694565359,Negative
694565360,Negative
694565361,Negative
694565362,Neutral
694565363,Neutral
694565364,Negative
694565365,Positive
694565366,Negative
694565367,Neutral
694565368,Negative
694565369,negative
694565370,Negative
694565371,Negative
694565372,Neutral
694565373,Negative
694565374,Negative
694565375,Negative
694565376,Negative
694565377,Positive
694565378,Neutral
694565379,Positive
694565380,Negative
694565381,Neutral
694565382,Neutral
694565383,Neutral
694565384,Positive
694565385,Neutral
694565386,Positive
694565387,Positive
694565388,Neutral
694565389,Positive
694565390,Neutral
694565391,Neutral
694565392,Neutral
694565393,Positive
694565394,Positive
694565395,Negative
694565396,Positive
694565397,Positive
694565398,Neutral
694565399,Neutral
694565400,Positive
694565401,Positive
694565402,Negative
694565403,Neutral
694565404,Neutral
694565405,Negative
694565406,Negative
694565407,Positive
694565408,Neutral
694565409,Neutral
694565410,Positive
694565411,Neutral
694565412,Positive
694565413,Positive
694565414,Neutral
694565415,Neutral
694565416,Positive
694565417,Positive
694565418,Positive
694565419,Positive
694565420,Positive
694565421,Positive
694565422,Positive
694565423,Positive
694565424,Positive
694565425,Positive
694565426,positive
694565427,Positive
694565428,Positive
694565429,Positive
694565430,Positive
694565431,Positive
694565432,Positive
694565433,Neutral
694565434,Positive
694565435,Positive
694565436,Positive
694565437,Positive
694565438,Positive
694565439,Positive
694565440,Positive
694565441,Neutral
694565442,Positive
694565443,Positive
694565444,Positive
694565445,Negative
694565446,Positive
694565447,Positive
694565448,Positive
694565449,positive
694565450,Neutral
694565451,Positive
694565452,Neutral
694565453,Positive
694565454,Positive
694565455,Positive
694565456,Neutral
694565457,Neutral
694565458,Positive
694565459,Neutral
694565460,Positive
694565461,Positive
694565462,Positive
694565463,Positive
694565464,Positive
694565465,Neutral
694565466,Positive
694565467,Positive
694565468,Positive
694565469,Positive
694565470,Neutral
694565471,Positive
694565472,Positive
694565473,Negative
694565474,Positive
694565475,positive
694565476,Positive
694565477,Neutral
694565478,Positive
694565479,Positive
694565480,Positive
694565481,positive
694565482,Positive
694565483,Positive
694565484,positive
694565485,Positive
694565486,Neutral
694565487,Positive
694565488,Neutral
694565489,Positive
694565490,Positive
694565491,Positive
694565492,Positive
694565493,Neutral
694565494,Neutral
694565495,Positive
694565496,Positive
694565497,Positive
694565498,Positive
694565499,Positive
694565500,Neutral
694565501,Positive
694565502,Positive
694565503,Positive
694565504,Positive
694565505,Positive
694565506,Positive
694565507,Positive
694565508,Positive
694565509,Positive
694565510,Positive
694565511,Positive
694565512,Positive
694565513,Positive
694565514,Positive
694565515,Neutral
694565516,Positive
694565517,Positive
694565518,Positive
694565519,Positive
694565520,Neutral
694565521,Positive
694565522,Positive
694565523,Neutral
694565524,Positive
694565525,Positive
694565526,Positive
694565527,Positive
694565528,Neutral
694565529,Positive
694565530,Neutral
694565531,Positive
694565532,Positive
694565533,Positive
694565534,Neutral
694565535,Positive
694565536,Positive
694565537,Neutral
694565538,Neutral
694565539,Positive
694565540,Neutral
694565541,Neutral
694565542,Positive
694565543,Neutral
694565544,Positive
694565545,Neutral
694565546,Positive
694565547,Negative
694565548,Neutral
694565549,Neutral
694565550,Positive
694565551,Positive
694565552,Positive
694565553,Negative
694565554,Neutral
694565555,Neutral
694565556,Negative
694565557,Neutral
694565558,Neutral
694565559,Neutral
694565560,Positive
694565561,Positive
694565562,Negative
694565563,Positive
694565564,Negative
694565565,Positive
694565566,Neutral
694565567,Neutral
694565568,Neutral
694565569,Positive
694565570,Positive
694565571,Positive
694565572,Positive
694565573,Positive
694565574,Positive
694565575,Positive
694565576,Neutral
694565577,Positive
694565578,Positive
694565579,Neutral
694565580,Positive
694565581,Positive
694565582,Neutral
694565583,Positive
694565584,Negative
694565585,Neutral
694565586,Neutral
694565587,Neutral
694565588,Negative
694565589,Positive
694565590,Positive
694565591,Positive
694565592,Neutral
694565593,Positive
694565594,Positive
694565595,Positive
694565596,Positive
694565597,Neutral
694565598,Neutral
694565599,Neutral
694565600,Neutral
694565601,Positive
694565602,Neutral
694565603,Neutral
694565604,Positive
694565605,Negative
694565606,Negative
694565607,Positive
694565608,Neutral
694565609,Positive
694565610,Positive
694565611,Neutral
694565612,Positive
694565613,Positive
694565614,Positive
694565615,Positive
694565616,positive
694565617,Neutral
694565618,Positive
694565619,Neutral
694565620,Positive
694565621,Negative
694565622,Positive
694565623,Positive
694565624,Positive
694565625,Positive
694565626,Positive
694565627,Positive
694565628,Positive
694565629,Positive
694565630,Positive
694565631,positive
694565632,Positive
694565633,Positive
694565634,Neutral
694565635,Positive
694565636,Negative
694565637,Neutral
694565638,positive
694565639,Positive
694565640,Neutral
694565641,Positive
694565642,Positive
694565643,Positive
694565644,Positive
694565645,Positive
694565646,Positive
694565647,Negative
694565648,Neutral
694565649,Positive
694565650,Positive
694565651,Positive
694565652,Negative
694565653,Positive
694565654,Positive
694565655,Positive
694565656,Negative
694565657,Positive
694565658,Neutral
694565659,Negative
694565660,Positive
694565661,Negative
694565662,Positive
694565663,Positive
694565664,Positive
694565665,Neutral
694565666,Positive
694565667,Neutral
694565668,Neutral
694565669,Negative
694565670,Neutral
694565671,Neutral
694565672,Positive
694565673,Neutral
694565674,Negative
694565675,Neutral
694565676,Negative
694565677,Positive
694565678,Neutral
694565679,Neutral
694565680,Positive
694565681,Negative
694565682,Positive
694565683,Neutral
694565684,Neutral
694565685,Positive
694565686,Positive
694565687,Negative
694565688,Positive
694565689,Positive
694565690,Negative
694565691,Positive
694565692,Negative
694565693,Negative
694565694,Negative
694565695,Positive
694565696,Positive
694565697,Neutral
694565698,Negative
694565699,negative
694565700,Neutral
694565701,Neutral
694565702,Negative
694565703,Neutral
694565704,Neutral
694565705,Positive
694565706,Neutral
694565707,Neutral
694565708,Neutral
694565709,Positive
694565710,Neutral
694565711,Negative
694565712,Positive
694565713,Negative
694565714,negative
694565715,Positive
694565716,Positive
694565717,Positive
694565718,Negative
694565719,Positive
694565720,Positive
694565721,Negative
694565722,Positive
694565723,Positive
694565724,Positive
694565725,Positive
694565726,Negative
694565727,Neutral
694565728,Positive
694565729,Positive
694565730,Positive
694565731,Positive
694565732,Positive
694565733,Positive
694565734,Positive
694565735,Positive
694565736,Neutral
694565737,Positive
694565738,Positive
694565739,Neutral
694565740,Positive
694565741,Neutral
694565742,Positive
694565743,Positive
694565744,Positive
694565745,Positive
694565746,positive
694565747,Positive
694565748,Positive
694565749,positive
694565750,Positive
694565751,Positive
694565752,Neutral
694565753,Neutral
694565754,Positive
694565755,Neutral
694565756,Positive
694565757,Positive
694565758,Neutral
694565759,Positive
694565760,Positive
694565761,Neutral
694565762,Positive
694565763,Neutral
694565764,Neutral
694565765,Positive
694565766,Positive
694565767,negative
694565768,Positive
694565769,Positive
694565770,Negative
694565771,Positive
694565772,Positive
694565773,Neutral
694565774,Neutral
694565775,Positive
694565776,Positive
694565777,Negative
694565778,Negative
694565779,Neutral
694565780,Positive
694565781,positive
694565782,Positive
694565783,Neutral
694565784,Neutral
694565785,Neutral
694565786,Positive
694565787,Positive
694565788,Negative
694565789,Neutral
694565790,Positive
694565791,Negative
694565792,Positive
694565793,Positive
694565794,Negative
694565795,Positive
694565796,Neutral
694565797,Neutral
694565798,Neutral
694565799,Negative
694565800,Neutral
694565801,positive
694565802,Negative
694565803,Neutral
694565804,Neutral
694565805,Neutral
694565806,Positive
694565807,Neutral
694565808,Positive
694565809,Positive
694565810,positive
694565811,Neutral
694565812,Positive
694565813,Neutral
694565814,Positive
694565815,Positive
694565816,Negative
694565817,Neutral
694565818,Positive
694565819,Positive
694565820,Positive
694565821,Neutral
694565822,Positive
694565823,Positive
694565824,Neutral
694565825,Neutral
694565826,Positive
694565827,Positive
694565828,Positive
694565829,Positive
694565830,Positive
694565831,Neutral
694565832,Positive
694565833,Negative
694565834,Positive
694565835,Neutral
694565836,Positive
694565837,Neutral
694565838,Positive
694565839,Positive
694565840,Positive
694565841,Positive
694565842,Neutral
694565843,Neutral
694565844,positive
694565845,Negative
694565846,Positive
694565847,Positive
694565848,Positive
694565849,Negative
694565850,Positive
694565851,Positive
